title,instructor,description,type,difficulty,num_reviews,rating,price,url
"Learn to play HARMONICA, the easiest instrument to pick up!",['Ben Hewlett'],"Ultimate diatonic harmonica lessons, blues, country music, rock; you will learn how to play on/off stage, solo/group",music,All Levels,"(6,171)",4.5,True,https://www.udemy.com/course/benhewlettharmonicatuitionultimate-harmonica-course/
The Professional Guitar Masterclass,['Michael Palmisano'],Learn The Tools Used By The World's Top Professional Guitar Players.,music,All Levels,"(5,706)",4.5,True,https://www.udemy.com/course/the-professional-guitar-masterclass/
BECOME A GREAT SINGER: Your Complete Vocal Training System,['Robert Lunte'],"Immediately Improve Your Singing. (Any Level, Any Style)",music,All Levels,"(5,331)",4.3,True,https://www.udemy.com/course/become-a-great-singer-your-complete-vocal-training-system/
Music Production in Ableton Live 10 - The Complete Course!,"['Tomas George', 'Digital Music Masters']","Learn Music Production in Ableton Live 10 Today and Understand how to Create, Record and Edit Your Own Music + Live Sets",music,All Levels,"(5,140)",4.7,True,https://www.udemy.com/course/abletonlive10/
Read Music FAST!,['Benedict Westenra'],Learn to read music using my unique method: just see a note on a piano score and play it on the keyboard straight away,music,Beginner,"(4,851)",4.8,True,https://www.udemy.com/course/sight-reading/
How to Become a DJ - Learn How to Start DJing Online Today,['Ross Palmer'],"Professional DJ School - 11 hours of high-quality content. Former students on: Armada, Spinnin, Ultra, Revealed, & more!",music,All Levels,"(4,034)",4.6,True,https://www.udemy.com/course/online-dj-course/
Game Music Composition: Make Music For Games From Scratch,['Karleen Heong'],"Learn to compose music for any and every type of video game, from complete beginner to competent game music composer",music,All Levels,"(3,743)",4.6,True,https://www.udemy.com/course/gamemusiccourse/
Acoustic Guitar and Electric Guitar Lessons: Getting Started,['Erich Andreas'],"Acoustic Guitar Theory, Fingerpicking, Fretting, Chords: Most Important 25 Videos For Getting Started w/ Playing Guitar",music,Beginner,"(3,707)",4.4,True,https://www.udemy.com/course/getting-started-with-playing-guitar/
Microsoft Excel - Excel from Beginner to Advanced,"['Kyle Pew', 'Office Newb']","Excel with this A-Z Microsoft Excel Course. Microsoft Excel 2010, 2013, 2016, Excel 2019 and Microsoft/Office 365",office-productivity,All Levels,"(297,640)",4.7,True,https://www.udemy.com/course/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/
Microsoft Excel - Advanced Excel Formulas & Functions,"['Maven Analytics', 'Chris Dutton']",Master 75+ MS Excel formulas and learn data analysis with a top Microsoft Excel & business intelligence instructor,office-productivity,All Levels,"(61,372)",4.7,True,https://www.udemy.com/course/excel-for-analysts/
Microsoft Excel - Data Analysis with Excel Pivot Tables,"['Maven Analytics', 'Chris Dutton']",Master Excel pivots & learn data analysis w/ advanced Excel cases from a top Excel & business intelligence instructor,office-productivity,All Levels,"(35,907)",4.6,True,https://www.udemy.com/course/data-analysis-with-excel-pivot-tables/
Unlock Excel VBA and Excel Macros,['Leila Gharani'],Automate Complex Tasks with Microsoft Excel VBA & Excel Macros (Real-World Projects included). Achieve More. Save time.,office-productivity,All Levels,"(32,201)",4.7,True,https://www.udemy.com/course/excel-vba-and-macros-course/
"Microsoft Excel - Data Visualization, Excel Charts & Graphs","['Maven Analytics', 'Chris Dutton']","Master 20+ Excel charts, build advanced Excel visuals & learn data analysis with a top Excel instructor (Excel 2016+)",office-productivity,All Levels,"(28,936)",4.6,True,https://www.udemy.com/course/advanced-excel-charts-graphs/
"Excel Essentials: The Complete Excel Series - Level 1, 2 & 3",['Alan Jarvis'],"Excel: The WHOLE Excel Mastery Series In One! From Excel Novice To VBA Programmer - Excel 2013, 2016, 2019 & Excel 365",office-productivity,All Levels,"(24,429)",4.6,True,https://www.udemy.com/course/excel-essentials-the-complete-series-levels-1-2-3/
Microsoft Excel - From Beginner to Expert in 6 Hours,['Todd McLeod'],This Microsoft Excel class will make you a master of Microsoft Excel. The training uses Excel 2013 for Windows.,office-productivity,All Levels,"(21,455)",4.6,True,https://www.udemy.com/course/thebestexcel/
Master Microsoft Word Beginner to Advanced,['Kyle Pew'],"Master the most popular Word Processing tool, Microsoft Word. Microsoft Word 2010, Word 2013, Word 2016, Word 2019",office-productivity,All Levels,"(18,214)",4.7,True,https://www.udemy.com/course/microsoft-word-from-beginner-to-advanced-and-beyond/
Microsoft Excel: Business Intelligence w/ Power Query & DAX,"['Maven Analytics', 'Chris Dutton']","Learn advanced Excel for data analysis & business intelligence (Power Query, Power Pivot & DAX language. Excel 2013+)",office-productivity,All Levels,"(16,558)",4.7,True,https://www.udemy.com/course/microsoft-excel-power-query-power-pivot-dax/
Master Microsoft Excel Macros and Excel VBA,['Kyle Pew'],Project Based Course on Excel VBA (Visual Basic for Applications) and Excel Macros,office-productivity,All Levels,"(16,389)",4.5,True,https://www.udemy.com/course/master-microsoft-excel-macros-and-vba-with-5-simple-projects/
Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,['Srikanth Shirodkar'],Learn MS Project all version HANDS-ON with COMPLETE real life examples BONUS 125 project files FREE PMI approved 9 PDUs,office-productivity,All Levels,"(15,846)",4.5,True,https://www.udemy.com/course/microsoft-project-tutorial/
Visually Effective Excel Dashboards,['Leila Gharani'],Actionable Excel Tips (Templates Included) You Can Use Right Now to Create Eye-Catching Microsoft Excel Dashboards,office-productivity,All Levels,"(14,116)",4.7,True,https://www.udemy.com/course/excel-dashboards-reports/
Zero to Hero in Microsoft Excel: Complete Excel guide 2022,['Start-Tech Academy'],"A Beginner's Guide to Microsoft Excel - Learn Excel Charts, Spreadsheets, Formulas, Shortcuts, Macros and Tips & Tricks",office-productivity,All Levels,"(13,941)",4.5,True,https://www.udemy.com/course/excel-quick-start-guide-from-beginner-to-expert/
SAP Simplified for Absolute Beginners,['Ulrika Garner'],Easy to follow Introduction into SAP ERP,office-productivity,Beginner,"(13,793)",4.5,True,https://www.udemy.com/course/sap-simplified-for-absolute-beginners/
Powerpoint 2016 2019 365 - Master powerpoint presentation,['Andrew Pach'],"Complete Powerpoint Masterclass, 20+ powerpoint 365 presentation slides. Learn Microsoft Powerpoint beginner to advanced",office-productivity,All Levels,"(13,751)",4.7,True,https://www.udemy.com/course/case-study-powerpoint-2013-presentation-slide-by-slide/
Mastering Microsoft Teams - Bonus Content,['Bigger Brains'],"Become an expert at using Microsoft Teams to chat, collaborate, and get things done",office-productivity,All Levels,"(12,930)",4.5,True,https://www.udemy.com/course/mastering-microsoft-teams/
Productivity and Time Management for the Overwhelmed,['Josh Paulsen'],A complete productivity and time management course designed to help you reduce your overwhelm and increase your results.,personal-development,All Levels,"(48,749)",4.5,True,https://www.udemy.com/course/productivity-and-time-management/
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,"['Jonathan Levi', 'Lev Goldentouch', 'Anna Goldentouch', 'SuperHuman Academy®']",The original course to learn faster & more easily using the skills of the worlds fastest readers & memory record holders,personal-development,All Levels,"(34,945)",4.5,True,https://www.udemy.com/course/become-a-superlearner-2-speed-reading-memory-accelerated-learning/
Life Coaching Certificate Course (Beginner to Intermediate),"['Kain Ramsay', 'The Academy of Modern Applied Psychology']",A comprehensive online training that delivers in-depth understanding of the key elements of the Life Coaching profession,personal-development,All Levels,"(34,223)",4.6,True,https://www.udemy.com/course/life-coaching-online-certification-course-life-coach-training/
"Time Management Mastery: Do More, Stress Less",['Alexis Haselberger'],"Take control of your time, your to-do list, and your overwhelm.  Learn how to get it all done, without the stress.",personal-development,All Levels,"(28,893)",4.5,True,https://www.udemy.com/course/do-more-stress-less/
Neuro-Linguistic Programming (NLP) Practitioner Certificate,"['Kain Ramsay', 'The Academy of Modern Applied Psychology']",Gain an in-depth understanding of Neuro-Linguistic Programming (NLP) for personal growth and professional excellence.,personal-development,All Levels,"(22,655)",4.6,True,https://www.udemy.com/course/nlp-practitioner-neuro-linguistic-programming-online-course/
Storytelling to Influence,['Jeff Tan'],How to use stories to influence decision makers in the audience!,personal-development,All Levels,"(22,489)",4.3,True,https://www.udemy.com/course/storytellingtoinfluence/
Productivity Machine: Time Management & Productivity Hacks,['Patrick Dang'],"Productivity & Time Management Strategies for Goal Setting, Eliminating Distractions, & Building Habits for Success.",personal-development,All Levels,"(21,596)",4.5,True,https://www.udemy.com/course/productivitymachine/
Psychology of Diversity and Unconscious Bias,"['Andrew Luttrell', 'Ph.D.']","Understand Stereotypes, Prejudice, and Discrimination and How to Reduce Their Influence at Work and Your Community",personal-development,All Levels,"(19,119)",4.5,True,https://www.udemy.com/course/psychology-diversity-unconscious-bias-discrimination/
Effective Email Communication: Enhancing Your Voice at Work,"['Anonymized User', 'Nikki Woodford']",Improving the Clarity and Effectiveness of Digital Communication,personal-development,Beginner,"(17,641)",4.4,True,https://www.udemy.com/course/effective-email-communication/
Stress Management: 40+ easy ways to deal with stress,['Gregory Caremans - Brain Academy'],"Stress relief and burnout prevention. Don't let stress control your life. Beat anxiety and worries. Live, Laugh, Love.",personal-development,Beginner,"(16,800)",4.5,True,https://www.udemy.com/course/stress-management-40-easy-ways-to-deal-with-stress/
Customer Service: Soft Skills Fundamentals,['Samara Wenten'],How to keep your head when everyone else is losing theirs,personal-development,Beginner,"(16,297)",4.5,True,https://www.udemy.com/course/customer-service-soft-skills-fundamentals/
SELF-CONFIDENCE: 40-minute Confidence & Self Esteem Guide,"['Jimmy Naraine', 'Jimmy Naraine Support']","3h of NEW Content! Boost Your Confidence & Self Esteem, Handle Fear of Rejection,Learn Powerful Body Language,Feel Great",personal-development,All Levels,"(15,716)",4.5,True,https://www.udemy.com/course/self-confidence-40-minute-confidence-self-esteem-guide/
Goal Setting Mastery Course,['Himesh Trivedi'],"Define your WHY and align it to your goals & create a step by step blueprint to plan, implement & achieve your goals",personal-development,All Levels,"(15,117)",4.4,True,https://www.udemy.com/course/goal-setting-mastery-course/
Successful Negotiation: Master Your Negotiating Skills,['Chris Croft'],Master negotiation with these negotiating tips,personal-development,All Levels,"(15,006)",4.5,True,https://www.udemy.com/course/a-practical-guide-to-negotiating/
Critical Thinking Strategies For Better Decisions,['John Rampton'],Upgrade your problem solving skills and optimize business outcomes by applying the critical thinking process.,personal-development,All Levels,"(14,974)",4.3,True,https://www.udemy.com/course/critical-thinking-strategies/
Working Remotely: How To Succeed In The New Workplace,['Clare Lynch'],A how-to guide for remote workers - and those who work with them,personal-development,All Levels,"(14,231)",4.5,True,https://www.udemy.com/course/working-remotely/
Photography Masterclass: A Complete Guide to Photography,"['Phil Ebiner', 'William Carnahan', 'Video School', 'Sam Shimizu-Jones']",The Best Online Professional Photography Class: How to Take Amazing Photos for Beginners & Advanced Photographers,photography-and-video,All Levels,"(58,076)",4.7,True,https://www.udemy.com/course/photography-masterclass-complete-guide-to-photography/
Adobe Premiere Pro CC Masterclass: Video Editing in Premiere,"['Phil Ebiner', 'Video School']","Learn Beginner-Advanced Adobe Premiere Pro Video Editing, Audio Editing, Color Grading, Motion Graphics, Green Screen+",photography-and-video,All Levels,"(30,240)",4.7,True,https://www.udemy.com/course/adobe-premiere-pro-video-editing/
iPhone Photography | Take Professional Photos On Your iPhone,['Dale McManus'],Your Online Guide to Taking Stunning iPhone Photography Like a Professional Digital Photographer,photography-and-video,Beginner,"(19,289)",4.6,True,https://www.udemy.com/course/iphonephotography/
"Video Production Bootcamp: Videography, Cinematography+","['Phil Ebiner', 'William Carnahan', 'Sam Shimizu-Jones', 'Video School']","Make better videos with the ultimate course on videography: video production, cinematography, editing & distribution.",photography-and-video,Beginner,"(8,722)",4.4,True,https://www.udemy.com/course/video-production-bootcamp/
Adobe Lightroom Classic CC & CC: Photo Editing Masterclass,"['Phil Ebiner', 'AgileWorks A Registered Scrum Trainer', 'Video School']","Your complete guide to editing beautiful photos in Adobe Lightroom Classic CC and Adobe Lightroom CC, both versions!",photography-and-video,All Levels,"(6,996)",4.3,True,https://www.udemy.com/course/adobe-lightroom/
Beginner Nikon Digital SLR (DSLR) Photography,['JP Teaches Photo .'],Learn how to use your camera intuitively. Learn through doing rather than memorizing.,photography-and-video,Beginner,"(6,259)",4.5,True,https://www.udemy.com/course/jp-nikon-dslr-for-beginners/
Adobe Photoshop Complete Mastery Course Beginner to Advanced,['Steve McDonald'],"Learn Photoshop quickly & easily. Master beginning Adobe Photoshop - from basics to advanced levels (PC, Mac, CS6, CC)",photography-and-video,Beginner,"(6,020)",4.6,True,https://www.udemy.com/course/photoshop-basics-for-beginners-learn-adobe-photoshop/
Video Editing in DaVinci Resolve 17: Beginner to Advanced,['Louay Zambarakji'],Learn Video Editing in DaVinci Resolve with Color Correction & Color Grading & Visual Effects in DaVinci Resolve 17,photography-and-video,All Levels,"(5,379)",4.6,True,https://www.udemy.com/course/davinci-resolve-15-course/
Affinity Photo: Solid Foundations,['Simon Foster'],The best selling beginners guide to Affinity Photo - complete with a 50 page PDF to aid your study!,photography-and-video,Beginner,"(4,824)",4.5,True,https://www.udemy.com/course/affinityphoto-solid-foundations/
Adobe Lightroom CC Photo Editing: Your Lightroom Masterclass,"['Phil Ebiner', 'Video School']",Learn how to make your photos look amazing with this Adobe Lightroom Classic CC and Lightroom CC photo editing course.,photography-and-video,All Levels,"(4,588)",4.6,True,https://www.udemy.com/course/adobe-lightroom-classic-cc-photo-editing-course/
Complete Filmmaker Guide: Become an Incredible Video Creator,['Julian Melanson'],Get 7 Years of Filmmaking Experience - Everything from Pre-Production to Editing - in 5 Hours,photography-and-video,Beginner,"(4,305)",4.3,True,https://www.udemy.com/course/incrediblevideocreator/
Your Road to Better Photography,['Corey Reese'],Photography Made Simple!,photography-and-video,Beginner,"(3,822)",4.3,True,https://www.udemy.com/course/your-road-to-better-photography/
Cinematography & Videography: Better Video with Any Camera,"['Phil Ebiner', 'William Carnahan', 'Video School']",Shoot better video by learning the video production techniques used by Hollywood filmmakers. And get paid to do it!,photography-and-video,All Levels,"(3,686)",4.3,True,https://www.udemy.com/course/online-cinematography-course-filmmaking-video-production-lighting/
Adobe Premiere Pro CC: Beginner Video Editing,['Brad Newton'],Learn video editing in Adobe Premiere Pro CC with zero experience.,photography-and-video,Beginner,"(3,395)",4.6,True,https://www.udemy.com/course/premiere-pro-with-brad-newton/
Mastering Architecture and Real Estate Photography,['Charlie Borland'],"Start a business photographing real estate photography jobs for architects, builders, and real estate agents",photography-and-video,All Levels,"(3,372)",4.5,True,https://www.udemy.com/course/mastering-architecture-and-real-estate-photography/
Digital Photography for Beginners with DSLR cameras,['Villiers Steyn'],Learn how to take stunning photographs by mastering both the technical and creative sides of digital photography.,photography-and-video,Beginner,"(3,288)",4.7,True,https://www.udemy.com/course/digital-photography-for-beginners-with-dslr-cameras/
IELTS Band 7+ Complete Prep Course,"['Keino Campbell', 'Esq.']",Major Keys to Success,teaching-and-academics,All Levels,"(31,831)",4.5,True,https://www.udemy.com/course/ielts-band-7-preparation-course/
Spanish for Beginners. The Complete Spanish Course. LEVEL 1.,['Peter Hanley'],"Learn Spanish with the complete, non-stop SPEAKING method, in a matter of weeks, not years.",teaching-and-academics,Beginner,"(21,521)",4.8,True,https://www.udemy.com/course/el-metodo-spanish-1/
English Grammar Launch: Upgrade your speaking and listening,['Anthony Kelleher'],"Learn English grammar through lectures and listening and speaking practice, so you can confidently speak English.",teaching-and-academics,Intermediate,"(19,466)",4.7,True,https://www.udemy.com/course/learn-english-grammar-upgrade-your-speaking-and-listening/
3 Minute French - Course 1 | Language lessons for beginners,['Kieran Ball'],Learn to speak French you can use in everyday real-world situations - all in just 3-minute chunks!,teaching-and-academics,Beginner,"(13,491)",4.7,True,https://www.udemy.com/course/3-minute-french-full-course-1/
English for Beginners: Intensive Spoken English Course,['Logus Online'],"English speaking course. 77 Hours of English language speaking, English listening practice. 1000 English language words",teaching-and-academics,Beginner,"(13,347)",4.4,True,https://www.udemy.com/course/complete-intensive-english-course-for-beginners/
Learn German Language: Complete German Course - Beginners,['AbcEdu Online'],"Learn German with a Native Teacher. Complete Course - German for Beginners (A1,A2,A2+) German Grammar, German Vocabulary",teaching-and-academics,All Levels,"(12,919)",4.4,True,https://www.udemy.com/course/german-course-for-beginners-learn-german/
Master Cognitive Biases and Improve Your Critical Thinking,['Kevin deLaplante'],Upgrade Your Mindware! Master Cognitive Biases and Learn New Strategies to Improve the Quality of Your Thinking,teaching-and-academics,All Levels,"(12,188)",4.5,True,https://www.udemy.com/course/upgrade-your-mindware/
Building Your English Brain,['Luke Priddy'],Learn to start thinking in English so that you can stop translating in your head and become fluent in English faster.,teaching-and-academics,All Levels,"(10,609)",4.6,True,https://www.udemy.com/course/building-your-english-brain/
Mastering IELTS Writing: Task 2 (Achieve Band 7+ in 7 Hours),['The IELTS Teacher'],Complete preparation to achieve the band score you need in IELTS Writing Task 2 (Academic and General Training).,teaching-and-academics,All Levels,"(9,647)",4.6,True,https://www.udemy.com/course/mastering-ielts-writing-task-2/
Become an Algebra Master,['Krista King'],"Learn everything from Algebra 1 and Algebra 2, then test your knowledge with 1,300+ practice questions",teaching-and-academics,All Levels,"(8,762)",4.7,True,https://www.udemy.com/course/integralcalc-algebra/
Become a Probability & Statistics Master,['Krista King'],"Learn everything from Probability & Statistics, then test your knowledge with 600+ practice questions",teaching-and-academics,All Levels,"(8,753)",4.6,True,https://www.udemy.com/course/statistics-probability/
Become a Calculus 1 Master,['Krista King'],"Learn everything from Calculus 1, then test your knowledge with 600+ practice questions",teaching-and-academics,All Levels,"(8,401)",4.7,True,https://www.udemy.com/course/calculus1/
"Spanish 1-4: Beginner, Elementary, Intermediate and Advanced",['Simple3 L'],"Learn Spanish with 323 lessons (109 hours of content) covering Beginner, Elementary, Intermediate and Advanced Spanish.",teaching-and-academics,All Levels,"(7,740)",4.3,True,https://www.udemy.com/course/spanish-101-beginning-spanish-spanish-for-beginners/
Level 1 Intelligence Analyst Certification,['Robert Folker'],Training in Critical Thinking & Descriptive Intelligence Analysis,teaching-and-academics,Beginner,"(7,735)",4.4,True,https://www.udemy.com/course/level-1-intelligence-analyst-certification/
Master the Fundamentals of Math,['Krista King'],"Learn everything from the basics of math, then test your knowledge with 510+ practice questions",teaching-and-academics,All Levels,"(7,719)",4.7,True,https://www.udemy.com/course/fundamentals-of-math/
spring Framework for Beginners with Spring Boot,['Navin Reddy'],"In this course, you will learn the highly demanded frameworks of enterprise world:  Spring Framework 5 with Spring Boot",teaching-and-academics,Beginner,"(7,582)",4.4,True,https://www.udemy.com/course/spring-5-with-spring-boot-2/
